ID(deprecated),Gender,Armor Image,File Name,link,Name,Rarity,Description,effects,Story Notes,Type,Class,main slot,Job,II,Slot 1,Slot 2
-,M,,PantsStormcaller Enigma (Male),https://drive.google.com/uc?export=view&id=16CvsuMCVDSzMsrhuq_3XA8XjudT5ZP4b,PantsStormcaller Enigma (Male),legendary,,,,PANTS,EQUIPS,#N/A,,,,-
-,M,,BootsStormcaller Enigma (Male),https://drive.google.com/uc?export=view&id=1ut4Fd88RosmmXUyfYVpGRWiUmCaATdbk,BootsStormcaller Enigma (Male),legendary,,,,BOOTS,EQUIPS,#N/A,,,,-
-,M,,BootsBukomon (Male),https://drive.google.com/uc?export=view&id=1rF9R39TmoB-Xjiuujj7ttmSKgQrbYr9b,BootsBukomon (Male),common,,,,BOOTS,EQUIPS,#N/A,,,,-
-,M,,PantsBukomon (Male),https://drive.google.com/uc?export=view&id=1nxWqYOGzaYmkhsb2DbfTF9vAraQGmDmg,PantsBukomon (Male),common,,,,PANTS,EQUIPS,#N/A,,,,-
,M,,HeadBukomon (Male),https://drive.google.com/uc?export=view&id=1vUTYSLkclbBo4H-bowftLp-j6DalY297,HeadBukomon (Male),common,,,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
,M,,IMG_6055,https://drive.google.com/uc?export=view&id=1EzZxyT0GKUISMvepaj4Gigwh3HRphVLu,Mystic Shroud,epic,,,,COWL,EQUIPS,Headgear,,,,-
,F,,water Auxilus Stormwing plate,https://drive.google.com/uc?export=view&id=15I7y-PF0FH3E_vembdX1NplQRS-haD5l,Auxilus Stormwing Aquatic Mail,common,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,plant Auxilus Stormwing plate,https://drive.google.com/uc?export=view&id=1TVAXlqEdTMLCgIQqJ49a3vakhOLa4ctc,Auxilus Stormwing Leaf Mail,common,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,fire Auxilus Stormwing plate,https://drive.google.com/uc?export=view&id=1U9MjAVI8IKnjw92my82Xt8RpNCQLk1aV,Auxilus Stormwing Ember Mail,common,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,void Auxilus Stormwing plate,https://drive.google.com/uc?export=view&id=1Zj27UHAFwIxhOC1U2Ch8zaoKR8ezC0J1,Auxilus Stormwing Void Mail,epic,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,light Auxilus Stormwing plate,https://drive.google.com/uc?export=view&id=1_yZJIhl8r7IGMTD3IzVcxme7YatYb2Ci,Auxilus Stormwing Holy Mail,rare,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,abyssal Auxilus Stormwing plate,https://drive.google.com/uc?export=view&id=1OMYs-ZvFcCQStdIAIhV7Ep2qAvKAAhET,Auxilus Stormwing Doom Mail,epic,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,dark Auxilus Stormwing plate,https://drive.google.com/uc?export=view&id=1YZ-pyQ85M_aAV5y3xeDbD4tovXdIhYxP,Auxilus Stormwing Venomous Mail,rare,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,water Crimson Spellbreaker plate,https://drive.google.com/uc?export=view&id=1YpLuGk_o_0Oe6LOhy55lbKmD-Ovw4rHV,water Crimson Spellbreaker plate,common,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,plant Crimson Spellbreaker plate,https://drive.google.com/uc?export=view&id=1z72Qs4kbtNvC64JiGDMZsp7ddycRlsMt,plant Crimson Spellbreaker plate,common,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,fire Crimson Spellbreaker plate,https://drive.google.com/uc?export=view&id=1BqEPQlEmRXeBTb2Np8aXgPqVUdPPvNja,fire Crimson Spellbreaker plate,common,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,void Crimson Spellbreaker plate,https://drive.google.com/uc?export=view&id=1rUhOiZY73lzWWZ60QDyvNZ8nsDEATed1,void Crimson Spellbreaker plate,epic,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,light Crimson Spellbreaker plate,https://drive.google.com/uc?export=view&id=1FjJxBNup_GpUYi3SqiGWNMKdn5NyoQTs,light Crimson Spellbreaker plate,rare,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,abyssal Crimson Spellbreaker plate,https://drive.google.com/uc?export=view&id=1tqHsWWt3b9G1lc2ybhlGcB5QU8D3aV8c,abyssal Crimson Spellbreaker plate,epic,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,dark Crimson Spellbreaker plate,https://drive.google.com/uc?export=view&id=1uRGjg2YKeIvAOVcbvzN0Er99Gm_5728V,dark Crimson Spellbreaker plate,rare,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,water Luminous Sea Armor plate,https://drive.google.com/uc?export=view&id=1ykyJrgt_yseQwCVQI_vOA6gH9U-Bhxh0,water Luminous Sea Armor plate,common,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,plant Luminous Sea Armor plate,https://drive.google.com/uc?export=view&id=1ZXi3-9ollfCti55lgX0ccZZC8vYdY_xx,plant Luminous Sea Armor plate,common,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,fire Luminous Sea Armor plate,https://drive.google.com/uc?export=view&id=1a284ZGyEn4g9e6sN1C_bf5oaZKgKU4bE,fire Luminous Sea Armor plate,common,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,void Luminous Sea Armor plate,https://drive.google.com/uc?export=view&id=1aJO_YZH1N31k96tdqOMurTpo4ag7Owom,void Luminous Sea Armor plate,epic,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,light Luminous Sea Armor plate,https://drive.google.com/uc?export=view&id=1IrQNMZpmh2yj9n8M8DVszfngtGS0Dsu4,light Luminous Sea Armor plate,rare,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,abyssal Luminous Sea Armor plate,https://drive.google.com/uc?export=view&id=13wYV8UJd0J5IRDAy7QhG5kyRuKRJMECW,abyssal Luminous Sea Armor plate,epic,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,dark Luminous Sea Armor plate,https://drive.google.com/uc?export=view&id=1r7nrLlR0btOw0hadHWxp4TYBPJkAbJcB,dark Luminous Sea Armor plate,rare,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,water Vasukani Pride plate,https://drive.google.com/uc?export=view&id=1igge_2y5ky63aB52dApFIwxKzlwcPJ8-,water Vasukani Pride plate,common,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,plant Vasukani Pride plate,https://drive.google.com/uc?export=view&id=1FJX1to7uCJCjiycMQpgIbw-9lX5pcubs,plant Vasukani Pride plate,common,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,fire Vasukani Pride plate,https://drive.google.com/uc?export=view&id=1BKpi_nnt7VrHEJ5bFvp0Gx_DJpVcKuAz,fire Vasukani Pride plate,common,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,void Vasukani Pride plate,https://drive.google.com/uc?export=view&id=11RMyIydnIKJ9kruhqqqJ-iERn7u7xGXA,void Vasukani Pride plate,epic,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,light Vasukani Pride plate,https://drive.google.com/uc?export=view&id=1c2xlVFWWs05-HfET_Ld3yxtXW27TS_ae,light Vasukani Pride plate,rare,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,abyssal Vasukani Pride plate,https://drive.google.com/uc?export=view&id=1VFTDmskz3s9Xi_JrLLx6FGmfPpNqYT9v,abyssal Vasukani Pride plate,epic,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,dark Vasukani Pride plate,https://drive.google.com/uc?export=view&id=1MzyI8IAcvDFGqHeubZLN5yyOELDBid27,dark Vasukani Pride plate,rare,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,IMG_6057 plate,https://drive.google.com/uc?export=view&id=15gca57MQcBItBuhIQy0SzJKBrjNnsqEu,Runic Swordfighter Armor,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,IMG_6044 plate,https://drive.google.com/uc?export=view&id=1eNKhk_2ZJY29P_q-x6lJwaABRwrpK4Nr,Virulent Tarasque,legendary,"This armor is laced with a deadly toxin that can turn the wearer’s skin blue and lead to a fatal end if not handled correctly. To safely wield this powerful armor, one must first cast an anti-poison spell. Once protected, the wearer becomes impervious to even the most lethal enemy poisons.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,IMG_6041 plate,https://drive.google.com/uc?export=view&id=1P8qcZq5nkvJUWtC4TuUUKoyI8hfLnjPe,Peacekeeper Chainmail,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,IMG_6051 plate,https://drive.google.com/uc?export=view&id=1avj9yJ4mkNeBVfOxN_3bdDKhI_vGVCh6,Necroplasmic Aegis,legendary,"A sinister bone armor with a small dragon skull at its chest. Formed from sharp ribs and spine fragments, it radiates the dragon’s dark energy, amplifying the wearer’s rage and strength in battle.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,IMG_6047 plate,https://drive.google.com/uc?export=view&id=1u5eYoPPSdYNQ3GAQ2LUAoneBM0-9Y5k0,Nyx Imperius,legendary,"A one-of-a-kind armor, owned by a legendary swordsman who was not only a master of the blade but also harbored ambitions of world domination.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,IMG_6038 plate,https://drive.google.com/uc?export=view&id=1pB6AcxpoUlnmgeXAuWpQVVhrgW6GGzSp,Batteplate of Elysium,legendary,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,IMG_6035 plate,https://drive.google.com/uc?export=view&id=1tjOBbraYlG8rMKSxVZI1kVqyBQcNTaY6,Heavy Vestment of Damned Visions,legendary,Armor of the Revolutionary Forces from a mysterious alliance that holds knowledge of The Order.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,water Auxilus Stormwing shoulder,https://drive.google.com/uc?export=view&id=166ONRmTAx74EL70w2tkxV2K97UtxKPn2,water Auxilus Stormwing shoulder,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,plant Auxilus Stormwing shoulder,https://drive.google.com/uc?export=view&id=1im3jheZyt50o5YgSr-oA_-7_OxVeEX2_,plant Auxilus Stormwing shoulder,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,fire Auxilus Stormwing shoulder,https://drive.google.com/uc?export=view&id=15zF9-8z2W3OlzpW7uVi6qsv7BFmvCGJd,fire Auxilus Stormwing shoulder,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,void Auxilus Stormwing shoulder,https://drive.google.com/uc?export=view&id=1uNZXItC_SZFnCSphbaWHJeAxy-ryILaB,void Auxilus Stormwing shoulder,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,light Auxilus Stormwing shoulder,https://drive.google.com/uc?export=view&id=1zy7SkrzEFXt2GGYYGuP1FgOUPk_WiXY7,light Auxilus Stormwing shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,abyssal Auxilus Stormwing shoulder,https://drive.google.com/uc?export=view&id=1yGZJGBMUFMTTFXQeEJYNkb_NFkYeCLop,abyssal Auxilus Stormwing shoulder,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,dark Auxilus Stormwing shoulder,https://drive.google.com/uc?export=view&id=1aamZWsemgn605JcydhqHhDsA0DrzMS1H,dark Auxilus Stormwing shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,water Crimson Spellbreaker shoulder,https://drive.google.com/uc?export=view&id=1ulFD4VwyeVJTJn1V7Qs1oyVd7J61IloD,water Crimson Spellbreaker shoulder,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,plant Crimson Spellbreaker shoulder,https://drive.google.com/uc?export=view&id=1rkKUYk7sVouu2DveQ6IyWZZYqB5PqPaG,plant Crimson Spellbreaker shoulder,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,fire Crimson Spellbreaker shoulder,https://drive.google.com/uc?export=view&id=13n-PLFLleW2P85hiQEKCnSC_O6QF_Oav,fire Crimson Spellbreaker shoulder,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,void Crimson Spellbreaker shoulder,https://drive.google.com/uc?export=view&id=1lzwtyNUzjBKwpswBXZP4BcC7vFWaOc3a,void Crimson Spellbreaker shoulder,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,light Crimson Spellbreaker shoulder,https://drive.google.com/uc?export=view&id=1ywJrcXddABaGP374tCfegs8eOfmL_Kdm,light Crimson Spellbreaker shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,abyssal Crimson Spellbreaker shoulder,https://drive.google.com/uc?export=view&id=1FWOWvTPgOvCVdLOAndDgflcsMVTgvTOb,abyssal Crimson Spellbreaker shoulder,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,dark Crimson Spellbreaker shoulder,https://drive.google.com/uc?export=view&id=1C9Z08JhS4jvvI--kgn_3EtmqgDG2Pp92,dark Crimson Spellbreaker shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,water Luminous Sea Armor shoulder,https://drive.google.com/uc?export=view&id=1m6B8akJ_bgypEyvTf8FBw-FTeUAiVLCa,water Luminous Sea Armor shoulder,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,plant Luminous Sea Armor shoulder,https://drive.google.com/uc?export=view&id=1El2Dht7SrNYHUhSHs9X1hnWGoEtcpTqX,plant Luminous Sea Armor shoulder,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,fire Luminous Sea Armor shoulder,https://drive.google.com/uc?export=view&id=1aC6WzbSAppSdC3P2D-ELZzJrymRif6Oq,fire Luminous Sea Armor shoulder,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,void Luminous Sea Armor shoulder,https://drive.google.com/uc?export=view&id=1j70GfMYjzywz9hI-pR0QypK-l8eEqSki,void Luminous Sea Armor shoulder,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,light Luminous Sea Armor shoulder,https://drive.google.com/uc?export=view&id=1BRxXuhwvPtBdOiF_1rWku4ZLog2N7mbC,light Luminous Sea Armor shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,abyssal Luminous Sea Armor shoulder,https://drive.google.com/uc?export=view&id=1jreB19h0Ysv7YdbRyOWwBmMkBvSjn1GP,abyssal Luminous Sea Armor shoulder,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,dark Luminous Sea Armor shoulder,https://drive.google.com/uc?export=view&id=14oQG4EIwMMTliQOjuFlvURO7PKxtL_UP,dark Luminous Sea Armor shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,water Vasukani Pride shoulder,https://drive.google.com/uc?export=view&id=1hxiciCydUZ6jscjHEUXMQBJBpkoAJsSn,water Vasukani Pride shoulder,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,plant Vasukani Pride shoulder,https://drive.google.com/uc?export=view&id=1mD1DAuau6XQJ6V1xxQcDep704xtFF8MK,plant Vasukani Pride shoulder,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,fire Vasukani Pride shoulder,https://drive.google.com/uc?export=view&id=1tvdsurSV0oUG4Pu82FgbWzg9mRVdcDB9,fire Vasukani Pride shoulder,common,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,void Vasukani Pride shoulder,https://drive.google.com/uc?export=view&id=1Y8FbR6BVSgpssyJTlEQftvjGjEszcqKE,void Vasukani Pride shoulder,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,light Vasukani Pride shoulder,https://drive.google.com/uc?export=view&id=1eueBlMYAwvyyvfQSPxV0qY127EBGUFlQ,light Vasukani Pride shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,abyssal Vasukani Pride shoulder,https://drive.google.com/uc?export=view&id=1_bq6M09SPLlEc3wt-QeNM0-8VUCstUl3,Abyssal Vasukani Pride Shoulder Guard,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,dark Vasukani Pride shoulder,https://drive.google.com/uc?export=view&id=10W-Z_EdONBIDyZgjb34L1aDB0PRFuvlC,Dark Vasukani Pride Shoulder Guard,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_6057 shoulder,https://drive.google.com/uc?export=view&id=1ssWhbsF9usJ1FjjG8fxJjfnXDteh1xxW,Runic Swordfighter Shoulderplates,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_6051 shoulder,https://drive.google.com/uc?export=view&id=1UhFCgiIqWTHIpfL28DFKCalFYDmYaMgI,Abyssal Shoulder Doom Guards,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_6047 shoulder,https://drive.google.com/uc?export=view&id=1r72A81OJdUIYV_ILgnu1YOJJ0ToD9GBg,Nyx Imperius Shoulder Armor,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_6044 shoulder,https://drive.google.com/uc?export=view&id=1HXF83dogCbZweAB68aG-RSK6X91URxxR,Virulent Tarasque Shoulderplates,legendary,"Shoulderplates of the Virulent Tarasque. Remember, this piece carries a lethal poison within.",,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_6041 shoulder,https://drive.google.com/uc?export=view&id=1D1t-rAGvl7JPIEIPm44KOMxTldXwXq9I,Peacekeeper Shoulderplates,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_6038 shoulder,https://drive.google.com/uc?export=view&id=15BZsA335Efiy0LULZomfZ59CA3E-pQmk,Elysium Shoulder Guards,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,IMG_6035 shoulder,https://drive.google.com/uc?export=view&id=16BeDmhDYCTIi_AVTNg3TNSL5_-QJuGLs,Damned Visions Shoulder Guards,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,75helmet,https://drive.google.com/uc?export=view&id=1mmjkhEHzb-2hc_qXqwdTYAl_DGXpx-Rx,,,,,,HELMET,EQUIPS,Headgear,,,,-
,F,,73facialcrown,https://drive.google.com/uc?export=view&id=1bxH_EcUYiu77NjdKKyrmlcZqlnzhhaLA,,,,,,FACIAL CROWN,EQUIPS,Eyewear,,,,-
,F,,70eyebrowcrown,https://drive.google.com/uc?export=view&id=18gsis_Z2xl0-ZpudH9eDS7u5QUPsNJNf,,,,,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
-,#N/A,#N/A,,#N/A,,epic,,,,#N/A,#N/A,#N/A,,,#REF!,-
,U,,aura6,https://drive.google.com/uc?export=view&id=1ms1RotKGEC5wDYSBrC7-9e7nJ_FC94IS,,epic,,,,AURA,EQUIPS,Effects,,,,-
,U,,aura5,https://drive.google.com/uc?export=view&id=1_BNazOAP-RbWxDlvfZjgNWY8BEb7XVlr,,epic,,,,AURA,EQUIPS,Effects,,,,-
,U,,aura4,https://drive.google.com/uc?export=view&id=1G6lGpwWlkWSZBQ0jkuytq3R9GYtBndhs,,,,,,AURA,EQUIPS,Effects,,,,-
,U,,aura3,https://drive.google.com/uc?export=view&id=1Hfd7buBf0rOlbGuwlQ-gf6Fb70f1FFbI,,,,,,AURA,EQUIPS,Effects,,,,-
,U,,aura2,https://drive.google.com/uc?export=view&id=1qGKZkn2J7slhHufX-8C4gFQRYxgjlSlB,,,,,,AURA,EQUIPS,Effects,,,,-
,U,,aura1,https://drive.google.com/uc?export=view&id=1c8RxPRZKjQ699LLWgCFPwJBy0-RubKIX,,,,,,AURA,EQUIPS,Effects,,,,-
,F,,84bodyarmor,https://drive.google.com/uc?export=view&id=1DvSve17R7HYod_uh5TAfAi8NNkEI6Fj3,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,83bodyarmor,https://drive.google.com/uc?export=view&id=1nLg3IbVMvvK5i0Vsc4RSXIG5TTXsZX3C,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,82bodyarmor,https://drive.google.com/uc?export=view&id=18K5BajCuvbEhW9xtHV3LM-eFpZR2VjJp,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,81bodyarmor,https://drive.google.com/uc?export=view&id=1w8ywEUZlcyqqgRaELHRL7YaSdpcwGDUn,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,80bodyarmor,https://drive.google.com/uc?export=view&id=1oQlkUDmFqEb6j2otuYCJXvWjOLVSd4dX,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,79bodyarmor,https://drive.google.com/uc?export=view&id=1_R1N7OUHNiDSo73QoYmKcf-753hV6uYB,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,78bodyarmor,https://drive.google.com/uc?export=view&id=1xnG3RU3n-c4cQj83IQz8YiYEu_nbLPPK,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,77bodyarmor,https://drive.google.com/uc?export=view&id=1nxZkM9FJ0IBdr-HW75QuASpF2nJvdjK2,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,76bodyarmor,https://drive.google.com/uc?export=view&id=1Cy3e0YxoDKvEPWvqT04qHxPehLh_Vuwg,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,75bodyarmor,https://drive.google.com/uc?export=view&id=1Q0i8FQeY8_1ZL-XkxHaeGAmkg-FAxjH8,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,74bodyarmor,https://drive.google.com/uc?export=view&id=1FBiC81IgWejQ8H-k2YcZ6AgeIJ6vjTpH,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,73bodyarmor,https://drive.google.com/uc?export=view&id=1-tteBdE3SCuhpCw8s1aeZG5uaLcOKXaf,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,72bodyarmor,https://drive.google.com/uc?export=view&id=1WQZDkdAzvWrzDOODF2o22lMVY1Mk1RC6,Exiled Princess Gown,,A gown of a princess who has been erased from her bloodline and exiled to an unworthy land.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,71bodyarmor,https://drive.google.com/uc?export=view&id=1ORYcZRhUMuM4JovPsKl-hGNtrNLcNPAD,Armatura del Rinnegato,,"The robe of a sorceress who serves The Order. Once worn by a holy priestess who turned to the path of darkness, it carries the lingering essence of forbidden magic and a past tainted by betrayal.",,The Order,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,70bodyarmor,https://drive.google.com/uc?export=view&id=1KfpSuiG-IQlVd9_5Ei36UUOZBPLv1BpH,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,69bodyarmor,https://drive.google.com/uc?export=view&id=18OVdRTaS6pEWIhx_YsEKxPCIpLoP4tRe,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
,F,,68bodyarmor,https://drive.google.com/uc?export=view&id=1OQLb3HfMk1lmTNxQku9763fPCEbV-7Y2,,,,,,BODY ARMOR,EQUIPS,Torso,,,,-
-,#N/A,#N/A,67bodyarmor,#N/A,,,,,,#N/A,#N/A,#N/A,,,-,-
-,#N/A,#N/A,66bodyarmor,#N/A,,,,,,#N/A,#N/A,#N/A,,,-,-
,F,,84shoulder,https://drive.google.com/uc?export=view&id=1kQzTk-yFO5iC6xwCVmpGY3u9y2J4j8ND,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,83shoulder,https://drive.google.com/uc?export=view&id=115Td8KoXtIIh_0rda5-mGL6rMzIhnn5L,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,82shoulder,https://drive.google.com/uc?export=view&id=1WW-GGcC-eX72JBByCM-pDFuMiS-mlrvC,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,81shoulder,https://drive.google.com/uc?export=view&id=1tZh5sCYPriYT3_pqtF09xnwJkP68cbfC,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,80shoulder,https://drive.google.com/uc?export=view&id=1_ZDaBBMuRhmgGNhAh0ARg_5x5OGwSg7K,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,79shoulder,https://drive.google.com/uc?export=view&id=1jxmHRrqguQyjltTNYHeIx9-YnImUoXzx,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,78shoulder,https://drive.google.com/uc?export=view&id=1zXh61nzWt_raqnO9ulIGVdu_g_UnqOqO,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,77shoulder,https://drive.google.com/uc?export=view&id=1EgvdLcBW1mDuK-CgzPWN0qksaWnJoVOp,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,76shoulder,https://drive.google.com/uc?export=view&id=1Y07hIhPyQ2-a_lc8BKfj4f1DoKaRRLZ7,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,75shoulder,https://drive.google.com/uc?export=view&id=1mlOZBEQsdJR9L_n66f9wOgoJUzdREfs7,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,74shoulder,https://drive.google.com/uc?export=view&id=1g8zHGX4haq45OIMruBW78LNwygEY1wE8,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,73shoulder,https://drive.google.com/uc?export=view&id=1ao2IDZK6_NnmEcjuZ_G5WKm64OmgLn_S,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,72shoulder,https://drive.google.com/uc?export=view&id=1jGKqieWatcspupTG3QquomBpUyzFZ7Mf,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,71shoulder,https://drive.google.com/uc?export=view&id=1zhHDTYsCYOs2jSP4psRSgA0qNbEX-zB7,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,70shoulder,https://drive.google.com/uc?export=view&id=1zXbgcKMYbuW0txdwhOwACW-Fd3f3sECW,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,69shoulder,https://drive.google.com/uc?export=view&id=1ND6G8la6XiR9TNnPmc1BljhmVZg20vot,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,F,,68shoulder,https://drive.google.com/uc?export=view&id=1slStBzfahrmi-d5Myg1rGCwVB7wOUYd2,,,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
-,#N/A,#N/A,67shoulder,#N/A,,,,,,#N/A,#N/A,#N/A,,,-,-
-,#N/A,#N/A,66shoulder,#N/A,,,,,,#N/A,#N/A,#N/A,,,-,-
,F,,94skull ghost helmet,https://drive.google.com/uc?export=view&id=1g00WY0Te4yWgdgDJwy7tygOpgpGNmnM3,Skull Ghost Helmet,legendary,A helm forged from the ancient bones of a female demon. She once seemed to have had a beautiful face.,,,HELMET,EQUIPS,Headgear,,,,-
,M,,93skull ghost helmet,https://drive.google.com/uc?export=view&id=1n96oZCUhDBCeI0IQjIke2N-HvX0cO-vS,Skull Ghost Helmet,legendary,A helm forged from the ancient bones of an elder demon. Gleaming and polished to a mirror-like shine!,,,HELMET,EQUIPS,Headgear,,,,-
